Date,Date,Close,High,Low,Open,Volume
0,2023-07-14 20:00:00,1943.0,1945.5,1942.5,1944.800048828125,0
1,2023-07-16 22:00:00,1938.699951171875,1944.0,1938.4000244140625,1943.0999755859375,1130
2,2023-07-16 23:00:00,1939.199951171875,1939.5,1938.0,1938.699951171875,346
3,2023-07-17 00:00:00,1940.4000244140625,1941.0999755859375,1938.5999755859375,1939.300048828125,411
4,2023-07-17 01:00:00,1940.9000244140625,1942.699951171875,1940.199951171875,1940.699951171875,525
5,2023-07-17 02:00:00,1941.0,1942.5,1939.699951171875,1940.9000244140625,493
6,2023-07-17 03:00:00,1941.0,1941.5999755859375,1940.9000244140625,1941.300048828125,152
7,2023-07-17 04:00:00,1941.4000244140625,1941.800048828125,1940.9000244140625,1941.199951171875,176
8,2023-07-17 05:00:00,1941.5,1942.199951171875,1940.699951171875,1941.800048828125,300
9,2023-07-17 06:00:00,1940.9000244140625,1941.4000244140625,1940.199951171875,1941.300048828125,549
10,2023-07-17 07:00:00,1945.4000244140625,1945.4000244140625,1940.0,1941.0999755859375,1588
11,2023-07-17 08:00:00,1942.5999755859375,1945.9000244140625,1941.800048828125,1945.199951171875,1172
12,2023-07-17 09:00:00,1939.4000244140625,1944.9000244140625,1938.5999755859375,1942.699951171875,1823
13,2023-07-17 10:00:00,1939.0999755859375,1941.5999755859375,1938.9000244140625,1939.4000244140625,1293
14,2023-07-17 11:00:00,1940.800048828125,1943.199951171875,1939.0999755859375,1939.0999755859375,1777
15,2023-07-17 12:00:00,1944.0,1944.0999755859375,1939.5999755859375,1940.800048828125,2893
16,2023-07-17 13:00:00,1958.699951171875,1960.699951171875,1940.199951171875,1944.0,30699
17,2023-07-17 14:00:00,1961.699951171875,1963.800048828125,1955.199951171875,1958.800048828125,22669
18,2023-07-17 15:00:00,1966.300048828125,1968.300048828125,1960.0999755859375,1961.699951171875,12546
19,2023-07-17 16:00:00,1969.300048828125,1971.5,1966.0999755859375,1966.300048828125,12126
20,2023-07-17 17:00:00,1970.5999755859375,1973.199951171875,1967.5,1969.300048828125,8717
21,2023-07-17 18:00:00,1969.9000244140625,1973.0,1968.300048828125,1970.5,6342
22,2023-07-17 19:00:00,1965.5,1970.9000244140625,1964.4000244140625,1970.0,22106
23,2023-07-17 20:00:00,1961.5999755859375,1965.5,1961.5999755859375,1965.4000244140625,6695
24,2023-07-17 22:00:00,1962.5999755859375,1963.800048828125,1961.199951171875,1962.699951171875,0
25,2023-07-17 23:00:00,1961.5,1963.199951171875,1961.5,1962.699951171875,551
26,2023-07-18 00:00:00,1963.4000244140625,1963.9000244140625,1961.5999755859375,1961.5999755859375,440
27,2023-07-18 01:00:00,1962.699951171875,1964.5999755859375,1961.4000244140625,1963.199951171875,552
28,2023-07-18 02:00:00,1961.5999755859375,1962.800048828125,1961.199951171875,1962.699951171875,366
29,2023-07-18 03:00:00,1961.4000244140625,1962.300048828125,1961.199951171875,1961.699951171875,318
30,2023-07-18 04:00:00,1962.4000244140625,1962.5,1961.4000244140625,1961.5,160
31,2023-07-18 05:00:00,1963.5,1963.5999755859375,1962.0,1962.4000244140625,507
32,2023-07-18 06:00:00,1962.800048828125,1963.5,1962.0999755859375,1963.5,569
33,2023-07-18 07:00:00,1963.0999755859375,1964.4000244140625,1960.800048828125,1962.800048828125,1489
34,2023-07-18 08:00:00,1963.4000244140625,1966.0999755859375,1961.699951171875,1963.300048828125,1051
35,2023-07-18 09:00:00,1965.4000244140625,1965.800048828125,1963.199951171875,1963.5,829
36,2023-07-18 10:00:00,1962.9000244140625,1966.0,1962.0999755859375,1965.5,1087
37,2023-07-18 11:00:00,1961.9000244140625,1963.5,1961.0,1962.699951171875,1327
38,2023-07-18 12:00:00,1962.0999755859375,1963.5,1957.699951171875,1962.0,5135
39,2023-07-18 13:00:00,1988.699951171875,1988.800048828125,1961.300048828125,1961.9000244140625,37132
40,2023-07-18 14:00:00,1985.699951171875,1993.0,1982.5,1988.699951171875,29898
41,2023-07-18 15:00:00,1985.4000244140625,1989.300048828125,1980.4000244140625,1985.800048828125,20266
42,2023-07-18 16:00:00,1984.0,1986.300048828125,1981.4000244140625,1985.5,10657
43,2023-07-18 17:00:00,1982.0,1985.5999755859375,1981.300048828125,1984.0999755859375,8604
44,2023-07-18 18:00:00,1988.300048828125,1988.9000244140625,1981.699951171875,1982.0999755859375,10535
45,2023-07-18 19:00:00,1990.0999755859375,1991.300048828125,1987.0,1988.199951171875,25740
46,2023-07-18 20:00:00,1988.5,1990.199951171875,1988.4000244140625,1990.0999755859375,6863
47,2023-07-18 22:00:00,1989.300048828125,1989.800048828125,1987.199951171875,1988.0,0
48,2023-07-18 23:00:00,1990.5,1991.0,1989.300048828125,1989.300048828125,508
49,2023-07-19 00:00:00,1990.0,1990.699951171875,1989.5,1990.4000244140625,473
50,2023-07-19 01:00:00,1989.9000244140625,1990.800048828125,1989.5,1989.9000244140625,502
51,2023-07-19 02:00:00,1988.699951171875,1990.0999755859375,1988.699951171875,1990.0,320
52,2023-07-19 03:00:00,1989.0999755859375,1989.5999755859375,1988.699951171875,1988.699951171875,226
53,2023-07-19 04:00:00,1988.5999755859375,1989.0999755859375,1988.5999755859375,1988.9000244140625,277
54,2023-07-19 05:00:00,1989.5,1990.0,1988.699951171875,1988.699951171875,516
55,2023-07-19 06:00:00,1992.0999755859375,1992.300048828125,1989.0999755859375,1989.5,1519
56,2023-07-19 07:00:00,1989.5999755859375,1996.9000244140625,1989.0,1992.300048828125,2968
57,2023-07-19 08:00:00,1992.5999755859375,1992.800048828125,1989.5,1989.5999755859375,1288
